Soil_type,Temperature,Humidity,ph,Rainfall,District,Zone,Crop,Label,Suitability
Loam,33.7,60.6,7.0,1156,Jaffna,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,30.1,63.4,5.4,1106,Jaffna,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,34.1,61.6,7.0,850,Jaffna,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,32.7,73.6,6.3,930,Jaffna,Dry,Cinnamon,0,Not Suitable
Reddish Brown Earth,32.2,69.7,6.1,1073,Jaffna,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,31.0,64.4,5.3,1107,Jaffna,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,32.8,63.7,6.5,1050,Jaffna,Dry,Pepper,0,Not Suitable
Sandy loam,29.5,61.0,6.3,852,Jaffna,Dry,Pepper,0,Not Suitable
Red loam,33.9,60.7,5.9,1094,Jaffna,Dry,Pepper,0,Not Suitable
Reddish Brown Earth,31.3,74.9,6.1,933,Jaffna,Dry,Pepper,0,Not Suitable
Sandy regosol,28.1,61.3,5.5,903,Jaffna,Dry,Pepper,0,Not Suitable
Reddish Brown Earth,32.4,66.8,5.7,1019,Jaffna,Dry,Pepper,0,Not Suitable
Red loam,30.1,70.6,5.6,1186,Jaffna,Dry,Pepper,0,Not Suitable
Loamy soil,34.2,69.2,6.2,1026,Jaffna,Dry,Pepper,0,Not Suitable
Red loam,28.5,61.4,5.9,1040,Jaffna,Dry,Pepper,0,Not Suitable
Red loam,34.4,66.5,6.4,857,Jaffna,Dry,Pepper,0,Not Suitable
Sandy Clay loam,30.1,68.4,6.7,1079,Jaffna,Dry,Pepper,0,Not Suitable
Loam,33.5,70.8,6.7,1072,Jaffna,Dry,Pepper,0,Not Suitable
Sandy regosol,30.1,60.0,5.8,909,Jaffna,Dry,Pepper,0,Not Suitable
Sandy loam,32.6,70.1,5.5,1037,Jaffna,Dry,Pepper,0,Not Suitable
Sandy loam,33.1,65.2,6.2,1066,Jaffna,Dry,Pepper,0,Not Suitable
Clay loam,30.4,62.2,6.6,838,Jaffna,Dry,Pepper,0,Not Suitable
Sandy loam,34.4,70.4,6.0,841,Jaffna,Dry,Pepper,0,Not Suitable
Sandy regosol,33.1,72.5,5.5,847,Jaffna,Dry,Pepper,0,Not Suitable
Clay loam,33.0,65.7,5.5,902,Jaffna,Dry,Pepper,0,Not Suitable
Clay loam,31.8,73.6,6.2,1183,Jaffna,Dry,Pepper,0,Not Suitable
Loamy soil,31.6,61.4,6.0,1020,Jaffna,Dry,Pepper,0,Not Suitable
Loam,32.2,66.2,5.6,896,Jaffna,Dry,Pepper,0,Not Suitable
Reddish Brown Earth,30.2,61.5,6.8,871,Jaffna,Dry,Pepper,0,Not Suitable
Red-Yellow Latosols,31.1,68.5,6.8,1149,Jaffna,Dry,Pepper,0,Not Suitable
Loamy soil,32.1,73.0,5.9,931,Jaffna,Dry,Pepper,0,Not Suitable
Loam,30.8,70.8,5.9,1073,Jaffna,Dry,Pepper,0,Not Suitable
Loam,28.9,70.1,6.3,851,Jaffna,Dry,Pepper,0,Not Suitable
Loam,32.9,71.2,6.6,1101,Jaffna,Dry,Pepper,0,Not Suitable
Red loam,31.5,71.7,5.7,1048,Jaffna,Dry,Pepper,0,Not Suitable
Loamy soil,28.2,64.6,6.3,977,Jaffna,Dry,Pepper,0,Not Suitable
Reddish Brown Earth,33.9,63.1,6.9,850,Jaffna,Dry,Areca-nut,0,Not Suitable
Loamy soils,28.8,67.7,6.3,1034,Jaffna,Dry,Areca-nut,0,Not Suitable
Loam,28.6,60.9,6.4,842,Jaffna,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,31.8,63.7,6.7,1055,Jaffna,Dry,Areca-nut,0,Not Suitable
Loamy soils,28.3,68.0,5.9,1076,Jaffna,Dry,Areca-nut,0,Not Suitable
Sandy regosol,30.2,69.8,6.7,1159,Jaffna,Dry,Areca-nut,0,Not Suitable
Loamy soils,32.1,71.7,6.5,946,Jaffna,Dry,Areca-nut,0,Not Suitable
Sandy regosol,31.3,63.0,6.3,1081,Jaffna,Dry,Areca-nut,0,Not Suitable
Sandy loam,30.5,74.6,6.0,808,Jaffna,Dry,Areca-nut,0,Not Suitable
Loamy soils,28.4,72.3,6.0,1081,Jaffna,Dry,Areca-nut,0,Not Suitable
Sandy regosol,32.7,66.3,6.2,1103,Jaffna,Dry,Areca-nut,0,Not Suitable
Loam,30.9,75.0,5.7,900,Jaffna,Dry,Areca-nut,0,Not Suitable
Red loam,32.1,75.5,5.6,951,Jaffna,Dry,Areca-nut,0,Not Suitable
Loamy soils,30.4,68.1,6.5,865,Jaffna,Dry,Areca-nut,0,Not Suitable
Clay loam,35.0,67.2,6.1,942,Jaffna,Dry,Areca-nut,0,Not Suitable
Sandy regosol,28.8,74.1,6.1,966,Jaffna,Dry,Areca-nut,0,Not Suitable
Loamy soil,32.6,67.1,5.6,1059,Jaffna,Dry,Areca-nut,0,Not Suitable
Sandy regosol,33.7,75.0,6.9,1060,Jaffna,Dry,Areca-nut,0,Not Suitable
Loamy soils,29.1,67.6,6.4,1041,Jaffna,Dry,Areca-nut,0,Not Suitable
Sandy regosol,30.8,65.4,6.1,851,Jaffna,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,29.1,71.7,5.6,884,Jaffna,Dry,Areca-nut,0,Not Suitable
Loamy soil,31.9,69.5,6.4,1149,Jaffna,Dry,Areca-nut,0,Not Suitable
Loamy soils,30.4,72.8,5.6,1016,Jaffna,Dry,Areca-nut,0,Not Suitable
Red loam,32.0,74.5,5.9,959,Jaffna,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,29.0,62.4,6.4,973,Jaffna,Dry,Areca-nut,0,Not Suitable
Loamy soil,28.6,75.0,6.4,1102,Jaffna,Dry,Areca-nut,0,Not Suitable
Clay loam,33.8,61.3,6.4,991,Jaffna,Dry,Areca-nut,0,Not Suitable
Sandy regosol,33.8,72.5,6.9,911,Jaffna,Dry,Areca-nut,0,Not Suitable
Sandy regosol,28.9,74.0,5.8,1188,Jaffna,Dry,Areca-nut,0,Not Suitable
Sandy loam,33.1,60.6,6.3,962,Jaffna,Dry,Areca-nut,0,Not Suitable
Loamy soil,27.1,91.2,5.1,3172,Kalutara,Wet,Tea,1,Suitable
Red-Yellow Podzolic soils,28.7,91.4,5.8,2522,Kalutara,Wet,Tea,1,Suitable
Loamy soils,23.6,89.8,4.7,2780,Kalutara,Wet,Tea,1,Suitable
Loam,26.1,87.7,4.6,2881,Kalutara,Wet,Tea,1,Suitable
Red-Yellow Latosols,27.2,90.8,4.8,2883,Kalutara,Wet,Tea,1,Suitable
Loamy soil,26.1,80.6,5.6,3320,Kalutara,Wet,Tea,1,Suitable
Loamy soil,27.1,84.2,5.2,3300,Kalutara,Wet,Tea,1,Suitable
Loam,28.8,87.6,5.3,3284,Kalutara,Wet,Tea,1,Suitable
Red-Yellow Latosols,25.9,91.5,5.3,3041,Kalutara,Wet,Tea,1,Suitable
Loamy soil,24.5,87.5,4.7,3072,Kalutara,Wet,Tea,1,Suitable
Red-Yellow Podzolic soils,23.4,87.3,5.2,3264,Kalutara,Wet,Tea,1,Suitable
Loamy soils,24.6,88.0,5.1,2580,Kalutara,Wet,Tea,1,Suitable
Clay loam,24.1,82.2,5.0,2702,Kalutara,Wet,Tea,1,Suitable
Red-Yellow Latosols,23.4,84.8,5.1,3012,Kalutara,Wet,Tea,1,Suitable
Loamy soils,25.7,90.1,5.2,2645,Kalutara,Wet,Tea,1,Suitable
Clay loam,23.4,80.9,5.2,3074,Kalutara,Wet,Tea,1,Suitable
Loamy soil,29.1,86.7,4.6,3460,Kalutara,Wet,Tea,1,Suitable
Clay loam,23.7,80.5,5.2,2685,Kalutara,Wet,Tea,1,Suitable
Red-Yellow Latosols,27.5,80.5,5.6,3446,Kalutara,Wet,Tea,1,Suitable
Loamy soils,25.1,80.9,4.7,2670,Kalutara,Wet,Tea,1,Suitable
Loamy soil,23.9,86.2,5.0,2746,Kalutara,Wet,Tea,1,Suitable
Loamy soil,29.9,88.2,4.7,3449,Kalutara,Wet,Tea,1,Suitable
Loamy soil,25.7,86.7,4.5,2577,Kalutara,Wet,Tea,1,Suitable
Loamy soil,27.7,87.7,5.1,2911,Kalutara,Wet,Tea,1,Suitable
Clay loam,25.9,80.3,4.7,2835,Kalutara,Wet,Tea,1,Suitable
Loamy soil,23.7,91.5,5.4,3099,Kalutara,Wet,Tea,1,Suitable
Loam,25.2,84.7,4.6,2737,Kalutara,Wet,Tea,1,Suitable
Loamy soil,24.3,89.6,5.2,3178,Kalutara,Wet,Tea,1,Suitable
Loamy soil,26.3,91.1,4.9,2573,Kalutara,Wet,Tea,1,Suitable
Loam,25.4,89.4,4.8,3493,Kalutara,Wet,Tea,1,Suitable
Red-Yellow Latosols,29.1,90.0,5.7,2725,Kalutara,Wet,Cinnamon,0,Not Suitable
Sandy Clay loam,25.9,91.7,6.6,2681,Kalutara,Wet,Cinnamon,0,Not Suitable
Loam,25.3,88.8,6.1,2920,Kalutara,Wet,Cinnamon,0,Not Suitable
Sandy loam,28.8,89.6,4.9,3366,Kalutara,Wet,Cinnamon,0,Not Suitable
Loamy soils,27.8,81.7,6.0,2916,Kalutara,Wet,Cinnamon,1,Suitable
Clay loam,25.8,86.2,5.1,3497,Kalutara,Wet,Cinnamon,0,Not Suitable
Red-Yellow Latosols,27.7,84.8,5.1,2633,Kalutara,Wet,Cinnamon,1,Suitable
Sandy loam,29.6,90.6,7.0,3407,Kalutara,Wet,Cinnamon,0,Not Suitable
Red loam,24.5,84.3,5.9,3169,Kalutara,Wet,Cinnamon,1,Suitable
Loamy soils,25.9,84.3,6.1,3094,Kalutara,Wet,Cinnamon,1,Suitable
Red-Yellow Podzolic soils,24.1,85.7,6.1,3053,Kalutara,Wet,Cinnamon,0,Not Suitable
Loamy soils,24.5,88.9,5.6,2525,Kalutara,Wet,Cinnamon,0,Not Suitable
Sandy loam,28.5,86.8,6.3,2761,Kalutara,Wet,Cinnamon,0,Not Suitable
Red-Yellow Latosols,27.0,89.6,6.1,3235,Kalutara,Wet,Cinnamon,0,Not Suitable
Loamy soils,26.4,81.6,5.7,2761,Kalutara,Wet,Cinnamon,1,Suitable
Red-Yellow Latosols,27.2,86.2,4.8,2788,Kalutara,Wet,Cinnamon,0,Not Suitable
Sandy Clay loam,26.5,83.4,4.9,3235,Kalutara,Wet,Cinnamon,1,Suitable
Red-Yellow Latosols,27.1,91.3,5.8,2674,Kalutara,Wet,Cinnamon,0,Not Suitable
Sandy loam,23.6,87.5,5.7,3051,Kalutara,Wet,Cinnamon,0,Not Suitable
Clay loam,26.6,90.8,4.8,2696,Kalutara,Wet,Cinnamon,0,Not Suitable
Sandy Clay loam,29.0,86.9,6.1,3391,Kalutara,Wet,Cinnamon,0,Not Suitable
Clay loam,28.7,85.2,6.8,3250,Kalutara,Wet,Cinnamon,0,Not Suitable
Loamy soils,27.0,82.2,5.2,2769,Kalutara,Wet,Cinnamon,1,Suitable
Red-Yellow Podzolic soils,24.7,83.7,6.1,3055,Kalutara,Wet,Cinnamon,1,Suitable
Red loam,26.0,87.4,5.0,2582,Kalutara,Wet,Cinnamon,0,Not Suitable
Sandy loam,24.2,86.2,5.4,2714,Kalutara,Wet,Cinnamon,0,Not Suitable
Clay loam,25.8,89.7,6.2,2514,Kalutara,Wet,Cinnamon,0,Not Suitable
Red loam,27.7,89.6,4.8,3433,Kalutara,Wet,Cinnamon,0,Not Suitable
Loam,24.1,90.6,6.0,2959,Kalutara,Wet,Cinnamon,0,Not Suitable
Red-Yellow Latosols,27.6,88.1,7.0,3432,Kalutara,Wet,Cinnamon,0,Not Suitable
Clay loam,28.0,83.4,5.6,3380,Kalutara,Wet,Pepper,1,Suitable
Reddish Brown Earth,24.6,90.8,5.8,2756,Kalutara,Wet,Pepper,1,Suitable
Loamy soil,24.0,90.3,6.4,3000,Kalutara,Wet,Pepper,1,Suitable
Red-Yellow Latosols,24.7,89.1,5.9,3260,Kalutara,Wet,Pepper,1,Suitable
Sandy Clay loam,25.9,82.5,6.3,3477,Kalutara,Wet,Pepper,1,Suitable
Loamy soil,29.5,83.6,6.5,3282,Kalutara,Wet,Pepper,1,Suitable
Clay loam,27.8,91.6,5.7,2894,Kalutara,Wet,Pepper,1,Suitable
Red-Yellow Podzolic soils,27.7,88.8,5.8,3075,Kalutara,Wet,Pepper,1,Suitable
Reddish Brown Earth,26.5,83.7,6.3,2927,Kalutara,Wet,Pepper,1,Suitable
Loam,28.2,82.8,5.8,2905,Kalutara,Wet,Pepper,1,Suitable
Loamy soil,24.4,89.4,6.0,3409,Kalutara,Wet,Pepper,1,Suitable
Red-Yellow Podzolic soils,28.3,90.8,5.7,3346,Kalutara,Wet,Pepper,1,Suitable
Clay loam,29.7,84.5,5.6,2839,Kalutara,Wet,Pepper,1,Suitable
Reddish Brown Earth,26.4,81.3,5.9,2749,Kalutara,Wet,Pepper,1,Suitable
Red-Yellow Latosols,28.7,90.5,6.6,2802,Kalutara,Wet,Pepper,1,Suitable
Sandy Clay loam,29.0,89.2,6.4,2647,Kalutara,Wet,Pepper,1,Suitable
Clay loam,29.6,88.2,6.2,2832,Kalutara,Wet,Pepper,1,Suitable
Loamy soils,27.5,86.1,5.9,2620,Kalutara,Wet,Pepper,1,Suitable
Loam,28.6,90.3,6.7,2637,Kalutara,Wet,Pepper,1,Suitable
Loam,25.3,87.9,6.6,3252,Kalutara,Wet,Pepper,1,Suitable
Red-Yellow Latosols,29.6,83.8,5.7,3359,Kalutara,Wet,Pepper,1,Suitable
Reddish Brown Earth,27.9,88.9,5.8,3178,Kalutara,Wet,Pepper,1,Suitable
Clay loam,29.1,82.0,6.4,2554,Kalutara,Wet,Pepper,1,Suitable
Clay loam,26.3,90.2,5.7,2883,Kalutara,Wet,Pepper,1,Suitable
Red-Yellow Podzolic soils,28.9,86.6,6.4,2689,Kalutara,Wet,Pepper,1,Suitable
Loamy soils,26.6,87.3,6.6,2961,Kalutara,Wet,Pepper,1,Suitable
Sandy Clay loam,28.8,88.5,6.6,2605,Kalutara,Wet,Pepper,1,Suitable
Reddish Brown Earth,27.7,88.4,6.6,2863,Kalutara,Wet,Pepper,1,Suitable
Loamy soil,28.1,81.4,6.7,2908,Kalutara,Wet,Pepper,1,Suitable
Sandy Clay loam,23.3,91.5,6.3,3179,Kalutara,Wet,Pepper,1,Suitable
Loamy soils,24.9,83.0,5.9,3442,Kalutara,Wet,Areca-nut,1,Suitable
Red loam,28.4,84.7,5.5,2639,Kalutara,Wet,Areca-nut,1,Suitable
Clay loam,26.8,91.7,6.0,2869,Kalutara,Wet,Areca-nut,1,Suitable
Sandy loam,25.4,86.2,6.8,2941,Kalutara,Wet,Areca-nut,1,Suitable
Red loam,26.5,86.1,7.0,2638,Kalutara,Wet,Areca-nut,1,Suitable
Red-Yellow Latosols,24.7,80.9,6.4,3163,Kalutara,Wet,Areca-nut,1,Suitable
Loam,25.9,85.1,5.8,3285,Kalutara,Wet,Areca-nut,1,Suitable
Loamy soil,28.7,87.8,6.2,2919,Kalutara,Wet,Areca-nut,1,Suitable
Red-Yellow Podzolic soils,24.8,89.0,6.0,3013,Kalutara,Wet,Areca-nut,1,Suitable
Sandy loam,27.2,91.9,6.9,2935,Kalutara,Wet,Areca-nut,1,Suitable
Sandy loam,25.4,80.7,6.1,2704,Kalutara,Wet,Areca-nut,1,Suitable
Red-Yellow Podzolic soils,24.5,80.0,6.8,3415,Kalutara,Wet,Areca-nut,1,Suitable
Loamy soil,28.2,82.0,5.6,2620,Kalutara,Wet,Areca-nut,1,Suitable
Clay loam,28.1,91.1,5.7,2931,Kalutara,Wet,Areca-nut,1,Suitable
Loamy soil,26.6,84.2,6.4,2875,Kalutara,Wet,Areca-nut,1,Suitable
Loamy soil,28.0,81.3,7.0,2536,Kalutara,Wet,Areca-nut,1,Suitable
Loam,24.6,80.6,5.6,2690,Kalutara,Wet,Areca-nut,1,Suitable
Red loam,25.7,89.6,6.2,2841,Kalutara,Wet,Areca-nut,1,Suitable
Red-Yellow Latosols,27.7,86.1,6.8,3361,Kalutara,Wet,Areca-nut,1,Suitable
Red-Yellow Podzolic soils,23.1,89.3,7.0,2961,Kalutara,Wet,Areca-nut,1,Suitable
Clay loam,26.4,91.8,5.9,3255,Kalutara,Wet,Areca-nut,0,Not Suitable
Sandy loam,26.8,91.9,5.6,3358,Kalutara,Wet,Areca-nut,0,Not Suitable
Clay loam,27.9,84.1,6.1,2507,Kalutara,Wet,Areca-nut,1,Suitable
Red-Yellow Podzolic soils,24.6,89.8,6.7,2837,Kalutara,Wet,Areca-nut,1,Suitable
Loam,23.0,83.7,5.9,2741,Kalutara,Wet,Areca-nut,1,Suitable
Loam,23.5,82.2,5.9,3056,Kalutara,Wet,Areca-nut,0,Not Suitable
Loamy soil,25.9,84.5,6.9,3376,Kalutara,Wet,Areca-nut,1,Suitable
Red-Yellow Podzolic soils,26.5,84.0,6.9,2607,Kalutara,Wet,Areca-nut,1,Suitable
Loamy soils,23.4,83.6,6.0,2798,Kalutara,Wet,Areca-nut,1,Suitable
Red-Yellow Podzolic soils,24.2,89.4,6.5,2622,Kalutara,Wet,Areca-nut,1,Suitable
Sandy loam,19.1,71.4,4.7,2309,Kandy,Intermediate,Tea,1,Suitable
Red-Yellow Latosols,25.4,80.9,5.7,1478,Kandy,Intermediate,Tea,1,Suitable
Reddish Brown Earth,20.2,87.2,5.6,1569,Kandy,Intermediate,Tea,1,Suitable
Reddish Brown Earth,18.1,80.2,5.7,2169,Kandy,Intermediate,Tea,1,Suitable
Reddish Brown Earth,26.2,86.4,4.8,2288,Kandy,Intermediate,Tea,1,Suitable
Loamy soil,20.6,75.8,5.0,1777,Kandy,Intermediate,Tea,1,Suitable
Red loam,22.9,73.2,4.7,2091,Kandy,Intermediate,Tea,1,Suitable
Loam,20.8,80.1,5.5,2196,Kandy,Intermediate,Tea,1,Suitable
Clay loam,23.8,73.1,4.6,1947,Kandy,Intermediate,Tea,1,Suitable
Red loam,21.4,78.3,4.9,1440,Kandy,Intermediate,Tea,1,Suitable
Red loam,26.6,89.1,4.6,1752,Kandy,Intermediate,Tea,1,Suitable
Red-Yellow Latosols,19.6,77.8,4.7,2348,Kandy,Intermediate,Tea,1,Suitable
Clay loam,24.9,72.2,5.0,2381,Kandy,Intermediate,Tea,1,Suitable
Red loam,25.0,76.9,4.7,2028,Kandy,Intermediate,Tea,1,Suitable
Sandy loam,19.3,88.8,5.7,2318,Kandy,Intermediate,Tea,1,Suitable
Loam,23.6,86.2,4.9,1469,Kandy,Intermediate,Tea,1,Suitable
Red loam,20.8,82.7,4.7,1756,Kandy,Intermediate,Tea,1,Suitable
Loam,23.4,86.3,4.7,1782,Kandy,Intermediate,Tea,1,Suitable
Loamy soil,19.8,74.7,5.3,1700,Kandy,Intermediate,Tea,1,Suitable
Reddish Brown Earth,23.4,83.9,5.6,1763,Kandy,Intermediate,Tea,1,Suitable
Loamy soil,19.8,79.4,4.7,2201,Kandy,Intermediate,Tea,1,Suitable
Loam,19.0,87.7,5.4,1743,Kandy,Intermediate,Tea,1,Suitable
Red loam,18.2,83.8,4.6,1716,Kandy,Intermediate,Tea,1,Suitable
Clay loam,23.5,74.8,4.6,1787,Kandy,Intermediate,Tea,1,Suitable
Loam,19.3,76.0,5.7,1490,Kandy,Intermediate,Tea,1,Suitable
Red loam,18.1,79.7,4.9,1523,Kandy,Intermediate,Tea,1,Suitable
Loamy soils,26.3,73.2,4.8,2366,Kandy,Intermediate,Tea,1,Suitable
Red-Yellow Latosols,24.7,80.9,5.2,2284,Kandy,Intermediate,Tea,1,Suitable
Sandy loam,22.8,73.9,5.7,1566,Kandy,Intermediate,Tea,1,Suitable
Sandy loam,21.0,77.4,4.9,2160,Kandy,Intermediate,Tea,1,Suitable
Reddish Brown Earth,26.6,84.8,6.7,1997,Kandy,Intermediate,Cinnamon,1,Suitable
Reddish Brown Earth,18.4,75.1,5.3,1865,Kandy,Intermediate,Cinnamon,1,Suitable
Red-Yellow Latosols,24.7,88.4,5.6,1824,Kandy,Intermediate,Cinnamon,1,Suitable
Red loam,26.7,78.9,5.6,1889,Kandy,Intermediate,Cinnamon,1,Suitable
Clay loam,26.2,81.4,6.6,2162,Kandy,Intermediate,Cinnamon,1,Suitable
Clay loam,21.1,78.7,5.6,2248,Kandy,Intermediate,Cinnamon,1,Suitable
Loam,25.1,88.8,6.4,2023,Kandy,Intermediate,Cinnamon,1,Suitable
Reddish Brown Earth,25.2,86.9,4.9,1795,Kandy,Intermediate,Cinnamon,1,Suitable
Clay loam,21.6,83.5,6.4,1850,Kandy,Intermediate,Cinnamon,1,Suitable
Sandy loam,21.2,82.7,6.4,1586,Kandy,Intermediate,Cinnamon,1,Suitable
Clay loam,22.9,74.1,6.4,1692,Kandy,Intermediate,Cinnamon,1,Suitable
Loam,22.3,74.3,6.4,2367,Kandy,Intermediate,Cinnamon,1,Suitable
Sandy Clay loam,26.6,78.5,6.8,1875,Kandy,Intermediate,Cinnamon,1,Suitable
Red-Yellow Latosols,22.7,84.1,5.8,1652,Kandy,Intermediate,Cinnamon,1,Suitable
Red-Yellow Latosols,19.1,74.1,4.9,1401,Kandy,Intermediate,Cinnamon,1,Suitable
Sandy Clay loam,26.8,74.8,6.6,2063,Kandy,Intermediate,Cinnamon,1,Suitable
Clay loam,23.0,73.1,6.1,2128,Kandy,Intermediate,Cinnamon,1,Suitable
Red loam,24.6,85.4,6.1,2375,Kandy,Intermediate,Cinnamon,1,Suitable
Reddish Brown Earth,21.1,83.0,6.8,1468,Kandy,Intermediate,Cinnamon,1,Suitable
Sandy Clay loam,19.1,76.6,6.1,2216,Kandy,Intermediate,Cinnamon,1,Suitable
Loam,21.5,79.5,5.5,2255,Kandy,Intermediate,Cinnamon,1,Suitable
Loam,25.8,71.8,6.7,2177,Kandy,Intermediate,Cinnamon,1,Suitable
Reddish Brown Earth,19.6,78.6,6.4,1565,Kandy,Intermediate,Cinnamon,1,Suitable
Red-Yellow Latosols,22.8,82.7,5.3,1596,Kandy,Intermediate,Cinnamon,1,Suitable
Reddish Brown Earth,18.4,76.4,6.7,1960,Kandy,Intermediate,Cinnamon,1,Suitable
Reddish Brown Earth,24.0,78.7,6.4,2353,Kandy,Intermediate,Cinnamon,1,Suitable
Sandy Clay loam,26.4,80.6,4.9,1659,Kandy,Intermediate,Cinnamon,1,Suitable
Loam,24.5,72.4,6.0,1703,Kandy,Intermediate,Cinnamon,1,Suitable
Reddish Brown Earth,23.1,82.0,5.6,1566,Kandy,Intermediate,Cinnamon,1,Suitable
Sandy Clay loam,23.6,89.4,6.8,2128,Kandy,Intermediate,Cinnamon,0,Not Suitable
Red-Yellow Latosols,24.9,81.8,6.4,1592,Kandy,Intermediate,Pepper,1,Suitable
Sandy loam,23.6,82.0,6.2,1890,Kandy,Intermediate,Pepper,1,Suitable
Sandy loam,21.0,80.4,6.5,1598,Kandy,Intermediate,Pepper,1,Suitable
Loamy soil,19.7,71.7,6.4,1836,Kandy,Intermediate,Pepper,1,Suitable
Red loam,21.9,75.5,6.0,1958,Kandy,Intermediate,Pepper,1,Suitable
Sandy loam,26.4,88.5,5.9,1902,Kandy,Intermediate,Pepper,1,Suitable
Red loam,24.6,70.7,5.9,1875,Kandy,Intermediate,Pepper,1,Suitable
Clay loam,26.3,70.2,6.5,1953,Kandy,Intermediate,Pepper,1,Suitable
Loamy soil,22.4,71.7,6.2,2372,Kandy,Intermediate,Pepper,1,Suitable
Sandy Clay loam,23.5,74.7,6.1,1883,Kandy,Intermediate,Pepper,1,Suitable
Clay loam,18.7,72.1,5.8,2237,Kandy,Intermediate,Pepper,1,Suitable
Red-Yellow Latosols,19.8,80.1,5.6,2169,Kandy,Intermediate,Pepper,1,Suitable
Sandy Clay loam,23.2,72.4,5.6,1436,Kandy,Intermediate,Pepper,1,Suitable
Sandy loam,25.5,72.4,6.1,1445,Kandy,Intermediate,Pepper,1,Suitable
Sandy loam,25.6,75.2,5.6,1822,Kandy,Intermediate,Pepper,1,Suitable
Reddish Brown Earth,22.0,81.6,5.9,1971,Kandy,Intermediate,Pepper,1,Suitable
Sandy Clay loam,20.8,72.1,5.6,1767,Kandy,Intermediate,Pepper,1,Suitable
Red-Yellow Latosols,24.9,89.3,6.6,2370,Kandy,Intermediate,Pepper,1,Suitable
Reddish Brown Earth,23.4,84.0,6.3,1685,Kandy,Intermediate,Pepper,1,Suitable
Sandy Clay loam,22.1,79.6,5.9,2158,Kandy,Intermediate,Pepper,1,Suitable
Loamy soil,20.9,88.5,6.1,1456,Kandy,Intermediate,Pepper,1,Suitable
Red-Yellow Latosols,26.2,82.2,5.8,1946,Kandy,Intermediate,Pepper,1,Suitable
Sandy Clay loam,21.1,87.0,6.2,1959,Kandy,Intermediate,Pepper,1,Suitable
Sandy Clay loam,18.9,70.3,6.0,2364,Kandy,Intermediate,Pepper,1,Suitable
Sandy loam,23.4,71.6,6.7,2083,Kandy,Intermediate,Pepper,1,Suitable
Loamy soil,23.2,72.5,6.5,1982,Kandy,Intermediate,Pepper,1,Suitable
Sandy Clay loam,21.7,87.6,6.7,2049,Kandy,Intermediate,Pepper,1,Suitable
Loamy soil,23.6,72.6,5.8,1710,Kandy,Intermediate,Pepper,1,Suitable
Clay loam,26.2,85.2,5.9,2076,Kandy,Intermediate,Pepper,1,Suitable
Loamy soil,19.7,85.1,5.8,1874,Kandy,Intermediate,Pepper,1,Suitable
Sandy loam,23.5,70.8,6.2,1726,Kandy,Intermediate,Areca-nut,1,Suitable
Loamy soil,19.3,89.7,5.7,1609,Kandy,Intermediate,Areca-nut,1,Suitable
Reddish Brown Earth,19.8,85.4,6.3,1826,Kandy,Intermediate,Areca-nut,1,Suitable
Loam,18.2,70.7,6.7,1846,Kandy,Intermediate,Areca-nut,1,Suitable
Loam,26.0,71.7,6.9,1938,Kandy,Intermediate,Areca-nut,1,Suitable
Loamy soils,21.5,86.6,6.9,1534,Kandy,Intermediate,Areca-nut,1,Suitable
Loam,24.8,88.8,6.0,2077,Kandy,Intermediate,Areca-nut,1,Suitable
Loam,26.4,75.5,6.6,1732,Kandy,Intermediate,Areca-nut,1,Suitable
Reddish Brown Earth,24.9,88.6,6.7,1605,Kandy,Intermediate,Areca-nut,1,Suitable
Loam,24.6,71.3,5.9,1787,Kandy,Intermediate,Areca-nut,1,Suitable
Loamy soil,20.7,89.7,6.6,2043,Kandy,Intermediate,Areca-nut,1,Suitable
Loamy soil,26.8,77.5,6.2,2202,Kandy,Intermediate,Areca-nut,1,Suitable
Red loam,25.8,73.6,5.8,2348,Kandy,Intermediate,Areca-nut,1,Suitable
Loamy soils,20.9,85.1,6.4,1794,Kandy,Intermediate,Areca-nut,1,Suitable
Sandy loam,22.0,84.8,5.6,1628,Kandy,Intermediate,Areca-nut,1,Suitable
Clay loam,20.7,79.5,6.0,1568,Kandy,Intermediate,Areca-nut,1,Suitable
Loam,21.6,71.1,6.8,1983,Kandy,Intermediate,Areca-nut,1,Suitable
Clay loam,19.4,82.0,6.1,2065,Kandy,Intermediate,Areca-nut,1,Suitable
Clay loam,24.3,78.2,5.5,1905,Kandy,Intermediate,Areca-nut,1,Suitable
Clay loam,24.2,83.2,6.1,1438,Kandy,Intermediate,Areca-nut,1,Suitable
Red loam,26.8,78.4,6.9,1902,Kandy,Intermediate,Areca-nut,1,Suitable
Loamy soil,24.5,81.6,6.8,2198,Kandy,Intermediate,Areca-nut,1,Suitable
Loam,22.1,79.5,7.0,1786,Kandy,Intermediate,Areca-nut,1,Suitable
Reddish Brown Earth,24.3,71.7,6.2,2263,Kandy,Intermediate,Areca-nut,1,Suitable
